_id,name_mm,election_year
5f3f90ccdf8e3c1f7409989c,ဦးအုန်းကြိုင်,2012
5f3f90ccdf8e3c1f7409989d,ဒေါ်မြင့်မြင့်အေး,2012
5f3f90ccdf8e3c1f7409989e,ဦးလှမြင့်,2012
5f3f90ccdf8e3c1f7409989f,ဦးဝင်းဇော်,2012
5f3f90ccdf8e3c1f740998a0,ဦးဝင်းထိန်,2012
5f3f90ccdf8e3c1f740998a1,ဦးကျော်သီဟ,2012
5f3f90ccdf8e3c1f740998a2,ဦးခင်မောင်ဝင်း,2012
5f3f90ccdf8e3c1f740998a3,ဒေါ်ခင်ဌေးကြွယ်,2012
5f3f90ccdf8e3c1f740998a4,ဦးတင်စိုးမိုးနိုင်,2012
5f3f90ccdf8e3c1f740998a5,ဒေါ်မြင့်မြင့်ဝေ,2012
5f3f90ccdf8e3c1f740998a6,ဦးအောင်သန်းဦး,2012
5f3f90ccdf8e3c1f740998a7,ဒေါက်တာစိုးမင်း,2012
5f3f90ccdf8e3c1f740998a8,ဦးတင်ရီ,2012
5f3f90ccdf8e3c1f740998a9,‌ဒေါ်အောင်ဆန်းစုကြည်,2012
5f3f90ccdf8e3c1f740998aa,ဦးကြီးမြင့်,2012
5f3f90ccdf8e3c1f740998ab,ဦးတင်အောင်,2012
5f3f90ccdf8e3c1f740998ac,ဦးမျိုးညွန့်,2012
5f3f90ccdf8e3c1f740998ad,ဒေါက်တာမျိုးအောင်,2012
5f3f90ccdf8e3c1f740998ae,ဦးဝင်းမြင့်,2012
5f3f90ccdf8e3c1f740998af,ဦးဝင်းရွှေ,2012
5f3f90ccdf8e3c1f740998b0,ဦးအောင်ဝင်း,2012
5f3f90ccdf8e3c1f740998b1,ဒေါ်ခင်ဖြူဖြူငြိမ်း,2012
5f3f90ccdf8e3c1f740998b2,ဦးခင်လှိုင်,2012
5f3f90ccdf8e3c1f740998b3,ဒေါက်တာမေဝင်းမြင့်,2012
5f3f90ccdf8e3c1f740998b4,ဦးရဲထွဋ်,2012
5f3f90ccdf8e3c1f740998b5,ဦးရဲမင်းသိန်း,2012
5f3f90ccdf8e3c1f740998b6,ဒေါ်ဟေမာဌေး,2012
5f3f90ccdf8e3c1f740998b7,ဦးကောင်းမြင့်ထွဋ်,2012
5f3f90ccdf8e3c1f740998b8,ဦးဖုန်းမြင့်,2012
5f3f90ccdf8e3c1f740998b9,ဒေါ်ဖြူဖြူသင်း,2012
5f3f90ccdf8e3c1f740998ba,ဒေါ်လဲ့လဲ့အေး,2012
5f3f90ccdf8e3c1f740998bb,ဦးသုဝေ,2012
5f3f90ccdf8e3c1f740998bc,ဦးဇင်အောင်,2012
5f3f90ccdf8e3c1f740998bd,ဦးဖြိုးမင်းသိန်း,2012
5f3f90ccdf8e3c1f740998be,ဒေါက်တာအောင်မြတ်သူ,2012
5f3f90ccdf8e3c1f740998bf,ဦးကြည်သန်း,2012
5f3f90ccdf8e3c1f740998c0,ဒေါ်စုစုလွင်,2012
5f3f90ccdf8e3c1f740998c1,ဦးအောင်ကျော်မင်း,2012
5f3f90ccdf8e3c1f740998c2,ဦးအောင်ကြီး,2012
5f3f90ccdf8e3c1f740998c3,ဦးခွန်သန်းမောင်(ခ)ခွန်ပေါလှိုင်း,2012
5f3f90ccdf8e3c1f740998c4,စဝ်သာဦး,2012
5f3f90ccdf8e3c1f740998c5,ဦးမြဝင်း,2012
5f3f90ccdf8e3c1f740998c6,ဦးလှကော်(ခ)ဦးခင်မောင်လှ,2012
5f3f90ccdf8e3c1f740998c7,ဒေါက်တာဒေါ်သန်း‌‌ငွေ,2012
5f3f90ccdf8e3c1f740998c8,ဦးတင်ဝင်း,2012
5f3f90ccdf8e3c1f740998c9,ဦးဝင်းမြင့်,2012
5f3f90ccdf8e3c1f740998ca,ဦးအောင်တင်မြင့်,2012
5f3f90ccdf8e3c1f740998cb,ဒေါ်ခင်စုစုအောင်,2012
5f3f90ccdf8e3c1f740998cc,ဦးစိန်ဝင်း,2012
5f3f90ccdf8e3c1f740998cd,ဦးမောင်မောင်သင်,2012
5f3f90ccdf8e3c1f740998ce,ဒေါက်တာမျိုးသန့်တင်,2012
5f3f90ccdf8e3c1f740998cf,ဦးသိန်းရွှေ,2012
5f3f90ccdf8e3c1f740998d0,ဒေါက်တာဖြိုးကိုကိုတင့်ဆန်း,2012
5f3f90ccdf8e3c1f740998d1,ဦးမန်းဂျော်နီ,2012
5f3f90ccdf8e3c1f740998d2,ဦးအောင်မျိုးလှိုင်,2012
5f3f90ccdf8e3c1f740998d3,ဦးကျော်မြင့်,2012
5f3f90ccdf8e3c1f740998d4,ဦးဝင်းလှိုင်,2012
5f3f90ccdf8e3c1f740998d5,ဒေါက်တာသန်းထွဋ်,2012
5f3f90ccdf8e3c1f740998d6,ဦးထွန်းအောင်ကျော်,2012
5f3f90ccdf8e3c1f740998d7,ဒေါ်မြင့်မြင့်စန်း,2012
5f3f90ccdf8e3c1f740998d8,ဒေါ်ရီရီစံ,2012
5f3f90ccdf8e3c1f740998d9,ဦးသန်းအောင်,2012
5f3f90ccdf8e3c1f740998da,ဦးကြည်လွင်,2012
5f3f90ccdf8e3c1f740998db,ဦးမျိုးခိုင်,2012
5f3f90ccdf8e3c1f740998dc,ဦးအေးဝင်း,2012
5f3f90ccdf8e3c1f740998dd,ဦးတင်စိုး,2012
5f3f90ccdf8e3c1f740998de,ဒေါက်တာလှမြတ်သွေး,2012
5f3f90ccdf8e3c1f740998df,ဦး‌အေးကျော်,2012
5f3f90ccdf8e3c1f740998e0,ဒေါ်ဇာတလဲမ်,2017
5f3f90ccdf8e3c1f740998e1,ဦးဇိုပဲန်း,2017
5f3f90ccdf8e3c1f740998e2,ဦးဘွဲခိန်း,2017
5f3f90ccdf8e3c1f740998e3,ဒေါ်စန်းစန်းမြင့်,2017
5f3f90ccdf8e3c1f740998e4,ဦးစိန်ထွန်း,2017
5f3f90ccdf8e3c1f740998e5,ဦးဌေးနိုင်,2017
5f3f90ccdf8e3c1f740998e6,ဦးမင်းသူ,2017
5f3f90ccdf8e3c1f740998e7,ဒေါက်တာလှမိုး,2017
5f3f90ccdf8e3c1f740998e8,ဦးအောင်ကြည်ဝင်း,2017
5f3f90ccdf8e3c1f740998e9,ဦးခင်‌မောင်ရည်(ခ)ခိုင်မောင်ရည်,2017
5f3f90ccdf8e3c1f740998ea,ဦးခင်မောင်အေး,2017
5f3f90ccdf8e3c1f740998eb,ဒေါ်နီလာအုန်း(ခ)ထိုက်အိ‌‌‌န္ဒြေဦး,2017
5f3f90ccdf8e3c1f740998ec,ဒေါက်တာမောင်မောင်,2017
5f3f90ccdf8e3c1f740998ed,ဦးမြင့်ကြည်,2017
5f3f90ccdf8e3c1f740998ee,ဦးသက်ထွန်း,2017
5f3f90ccdf8e3c1f740998ef,ဦးစိန်မောင်း,2017
5f3f90ccdf8e3c1f740998f0,ဦးညွန့်လှိုင်,2017
5f3f90ccdf8e3c1f740998f1,ဦးညွန့်အောင်,2017
5f3f90ccdf8e3c1f740998f2,ဒေါက်တာ ဝင်းမြင့်အောင်,2017
5f3f90ccdf8e3c1f740998f3,ဒေါက်တာ သန်းထိုက်ဦး,2017
5f3f90ccdf8e3c1f740998f4,ဦးတင့်ဝေ,2017
5f3f90ccdf8e3c1f740998f5,နိုင်စိန်မြမောင်(ခ)နိုင်မြမောင်,2017
5f3f90ccdf8e3c1f740998f6,ဦးဝင်းထွဋ်(ခ)ဦးမြဝင်း,2017
5f3f90ccdf8e3c1f740998f7,ဦးအေးဝင်း,2017
5f3f90ccdf8e3c1f740998f8,ဦးအောင်ကြည်သိန်း,2017
5f3f90ccdf8e3c1f740998f9,ဦးဇော်လင်းအောင်,2017
5f3f90ccdf8e3c1f740998fa,ဦးဇော်ဝင်းမြင့်,2017
5f3f90ccdf8e3c1f740998fb,ဦးသောင်းငြိမ်း,2017
5f3f90ccdf8e3c1f740998fc,ဒေါက်တာ ‌အေးမောင်,2017
5f3f90ccdf8e3c1f740998fd,ဦးကျားကြီး,2017
5f3f90ccdf8e3c1f740998fe,ဦးကျော်သန်း,2017
5f3f90ccdf8e3c1f740998ff,ဦးတင်ယု,2017
5f3f90ccdf8e3c1f74099900,ဦးနေလင်းဦး,2017
5f3f90ccdf8e3c1f74099901,ဦးမောင်ဝင်း,2017
5f3f90ccdf8e3c1f74099902,ဦးဝင်းမင်း,2017
5f3f90ccdf8e3c1f74099903,ဦးသက်ထွန်းမောင်,2017
5f3f90ccdf8e3c1f74099904,ဦးအေးကျော်,2017
5f3f90ccdf8e3c1f74099905,ဒေါ်ခင်မာလာ,2017
5f3f90ccdf8e3c1f74099906,ဦးဇော်အောင်(ခ) ဦးညိုထွန်း,2017
5f3f90ccdf8e3c1f74099907,ဦးနေကျော်,2017
5f3f90ccdf8e3c1f74099908,ဦးနေလင်း,2017
5f3f90ccdf8e3c1f74099909,ဒေါ်ဥမ္မာထွန်း,2017
5f3f90ccdf8e3c1f7409990a,ဦးခင်ဝင်း,2017
5f3f90ccdf8e3c1f7409990b,ဦးမြစိန်,2017
5f3f90ccdf8e3c1f7409990c,ဦးသဲမောင်မောင်ထက်,2017
5f3f90ccdf8e3c1f7409990d,ဦးအောင်ဇင်,2017
5f3f90ccdf8e3c1f7409990e,ဒေါက်တာ ‌အောင်မျိုး,2017
5f3f90ccdf8e3c1f7409990f,ဦးကျော်ဆွေဝင်း(ခ) ဦးအာလူး,2017
5f3f90ccdf8e3c1f74099910,ဦးကျော်ဇင်ဟိန်း,2017
5f3f90ccdf8e3c1f74099911,ဒေါ်ခင်ခင်လင်း,2017
5f3f90ccdf8e3c1f74099912,ဦးစောဝင်း,2017
5f3f90ccdf8e3c1f74099913,ဒေါ်စိန်ကျော့နု,2017
5f3f90ccdf8e3c1f74099914,ဦးဇော်ထွန်း,2017
5f3f90ccdf8e3c1f74099915,ဒေါ်နီလာစိုးတင့်,2017
5f3f90ccdf8e3c1f74099916,ဦးမျိုးမောင်မောင်စိုး,2017
5f3f90ccdf8e3c1f74099917,ဦးမျိုးသီဟထွန်း,2017
5f3f90ccdf8e3c1f74099918,ဦးစိုင်းကျော်ခိုင်,2017
5f3f90ccdf8e3c1f74099919,စိုင်းအောင်ကျော်,2017
5f3f90ccdf8e3c1f7409991a,စိုင်းအွမ်ခမ်း,2017
5f3f90ccdf8e3c1f7409991b,ဒေါ်နန်းတင်ဦး,2017
5f3f90ccdf8e3c1f7409991c,ဦးကျော်တင်ရွှေ,2017
5f3f90ccdf8e3c1f7409991d,စိုင်းဝင်းအေး(ခ) စိုင်းထွန်းအေး,2017
5f3f90ccdf8e3c1f7409991e,‌‌ဒေါ်နန်းခမ်းယဥ်အောင်,2017
5f3f90ccdf8e3c1f7409991f,ဦးဝင်းနိုင်,2017
5f3f90ccdf8e3c1f74099920,ဦးဆူရယ်,2017
5f3f90ccdf8e3c1f74099921,ဦးရီးချက်,2017
5f3f90ccdf8e3c1f74099922,ဦးသဲရယ်,2017
5f3f90ccdf8e3c1f74099923,ဦးခင်မောင်ဝင်း,2017
5f3f90ccdf8e3c1f74099924,ဦးစံရွှေ,2017
5f3f90ccdf8e3c1f74099925,ဦးသော်တာ,2017
5f3f90ccdf8e3c1f74099926,ဒေါက်တာစိုင်းရွက်ဟောင်(ခ)စိုင်းရွက်,2017
5f3f90ccdf8e3c1f74099927,စိုင်းလုံ,2017
5f3f90ccdf8e3c1f74099928,ဒေါ်နာတာလီနာ(ခ)ယာမီ,2017
5f3f90ccdf8e3c1f74099929,ဦးရှာမွေလရှဲန်,2017
5f3f90ccdf8e3c1f7409992a,ဒေါက်တာဝဏ္ဏစိုး,2017
5f3f90ccdf8e3c1f7409992b,ဦးအာမုတ်,2017
5f3f90ccdf8e3c1f7409992c,စိုင်းစံမိုင်း,2017
5f3f90ccdf8e3c1f7409992d,စိုင်းဆိုင်လင်း,2017
5f3f90ccdf8e3c1f7409992e,စိုင်းရွှေမှုံ (ခ) စိုင်းလိတ်,2017
5f3f90ccdf8e3c1f7409992f,နန်းနွေးနွေး,2017
5f3f90ccdf8e3c1f74099930,ဦးကျာဘို,2017
5f3f90ccdf8e3c1f74099931,ဦးခင်မောင်ညွန့်,2017
5f3f90ccdf8e3c1f74099932,စိုင်းမိုးကျော်သူ,2017
5f3f90ccdf8e3c1f74099933,စိုင်းသန့်ဇင်လင်း,2017
5f3f90ccdf8e3c1f74099934,နန်းမွန်းအောင်,2017
5f3f90ccdf8e3c1f74099935,ဦးကျော်ခင်,2017
5f3f90ccdf8e3c1f74099936,စိုင်းလင်းမြတ်,2017
5f3f90ccdf8e3c1f74099937,ဦးဆမ်းဆန်,2017
5f3f90ccdf8e3c1f74099938,နန်းစံဦး,2017
5f3f90ccdf8e3c1f74099939,စိုင်းကံ,2017
5f3f90ccdf8e3c1f7409993a,စိုင်းဘထွန်း,2017
5f3f90ccdf8e3c1f7409993b,ဦးဆန်းမွန်(ခ)ဆမ်းမိန်း,2017
5f3f90ccdf8e3c1f7409993c,နန်းကောင်ခမ်း,2017
5f3f90ccdf8e3c1f7409993d,နန်းစင့်ခမ်း,2017
5f3f90ccdf8e3c1f7409993e,ဦးဆီဟူးဒွေ့,2018
5f3f90ccdf8e3c1f7409993f,ဦးကွမ်ဂေါင်အောင်ခမ်း,2018
5f3f90ccdf8e3c1f74099940,ဒေါ်ယမ်ခေါန်,2018
5f3f90ccdf8e3c1f74099941,ဒေါ်ခင်အုန်း,2018
5f3f90ccdf8e3c1f74099942,ဒေါက်တာသန်းထိုက်ဦး,2018
5f3f90ccdf8e3c1f74099943,‌ဒေါ်အမ်ဒီခေါညွယ်,2018
5f3f90ccdf8e3c1f74099944,ဦးညွန့်ဝင်း,2018
5f3f90ccdf8e3c1f74099945,ဦးမနားနိုင်း,2018
5f3f90ccdf8e3c1f74099946,ဦးကီးထန်းလွန်း,2018
5f3f90ccdf8e3c1f74099947,ဦးမနားရှင်း,2018
5f3f90ccdf8e3c1f74099948,ဦးစိန်မြင့်,2018
5f3f90ccdf8e3c1f74099949,ဒေါက်တာသန်းဝင်း,2018
5f3f90ccdf8e3c1f7409994a,ဦးဖြိုးဟန်,2018
5f3f90ccdf8e3c1f7409994b,ဦးရဲကျော်အောင်,2018
5f3f90ccdf8e3c1f7409994c,ဦးတိုးဝင်း,2018
5f3f90ccdf8e3c1f7409994d,ဦးမျိုးဝင်းကျော်,2018
5f3f90ccdf8e3c1f7409994e,ဒေါ်သက်သက်အေး,2018
5f3f90ccdf8e3c1f7409994f,ဦးဇင်အောင်,2018
5f3f90ccdf8e3c1f74099950,ဦးစီစီနော်ဂျာ,2018
5f3f90ccdf8e3c1f74099951,ဦးထွန်းထွန်းဝင်း,2018
5f3f90ccdf8e3c1f74099952,ဦးမြင့်ကြည်,2018
5f3f90ccdf8e3c1f74099953,ဦးမြင့်ဆန်းထွန်း,2018
5f3f90ccdf8e3c1f74099954,စိုင်းဥက္ကာ,2018
5f3f90ccdf8e3c1f74099955,စိုင်းရွှေဆိုင်း,2018
5f3f90ccdf8e3c1f74099956,စိုင်းအောင်ထွန်းလေး,2018
5f3f90ccdf8e3c1f74099957,ဦးတင်မောင်ဝင်း,2018
5f3f90ccdf8e3c1f74099958,ဦးမောင်လှမြင့်,2018
5f3f90ccdf8e3c1f74099959,ဦးခင်သန်းမောင်,2018
5f3f90ccdf8e3c1f7409995a,ဦးသိန်း‌မောင်,2018
5f3f90ccdf8e3c1f7409995b,ဦးအောင်လျန်,2018
5f3f90ccdf8e3c1f7409995c,ဦးအောင်ထန်း,2018
5f3f90ccdf8e3c1f7409995d,ဦးကျော်ငွေ,2018
5f3f90ccdf8e3c1f7409995e,ဦးစိန်‌ရွှေမင်း(ခ)မောင်ပိုက်,2018
5f3f90ccdf8e3c1f7409995f,ဦးသိန်းထက်ဝေ,2018
5f3f90ccdf8e3c1f74099960,ဦးသောင်းစိုး,2018
5f3f90ccdf8e3c1f74099961,ဦးအောင်ဌေး,2018
5f3f90ccdf8e3c1f74099962,ဦးစိုးလွင်,2018
5f3f90ccdf8e3c1f74099963,ဦးမြင့်စိုး,2018
5f3f90ccdf8e3c1f74099964,ဦးညီညီ,2018
5f3f90ccdf8e3c1f74099965,ဦးအောင်ကြည်မြိုင်,2018
5f3f90ccdf8e3c1f74099966,ဦးဇော်မင်းထွန်းရှိန်,2018
5f3f90ccdf8e3c1f74099967,ဦးမင်းသူ,2018
5f3f90ccdf8e3c1f74099968,ဦးမြင့်နိုင်,2018
5f3f90ccdf8e3c1f74099969,ဦးကျော်ဇေယျ,2018
5f3f90ccdf8e3c1f7409996a,ဦးဝင်းမြင့်,2018
5f3f90ccdf8e3c1f7409996b,ဦးသန်းဝင်း,2018
5f3f90ccdf8e3c1f7409996c,ဦးမြင့်သိန်း,2018
5f3f90ccdf8e3c1f7409996d,ဦးသက်နိုင်,2018
5f3f90ccdf8e3c1f7409996e,ဦးဝင်းထူး,2018
5f3f90ccdf8e3c1f7409996f,ဦးချစ်ခိုင်,2018
5f3f90ccdf8e3c1f74099970,ဦးမြင့်စိုး,2018
5f3f90ccdf8e3c1f74099971,ဦးနေမျိုးအောင်,2018
5f3f90ccdf8e3c1f74099972,ဦးသန်းထိုက်အောင်,2018
5f3f90ccdf8e3c1f74099973,ဦးခင်လှိုင်,2018
5f3f90ccdf8e3c1f74099974,ဒေါ်ခင်မာလာ,2018
5f3f90ccdf8e3c1f74099975,ဦးသက်ထွန်း,2018
5f3f90ccdf8e3c1f74099976,ဦးဇီဝ,2018
5f3f90ccdf8e3c1f74099977,ဦးမောင်လှကျော်,2018
5f3f90ccdf8e3c1f74099978,ဦးရန်နောင်စိုးမြင့်,2018
5f3f90ccdf8e3c1f74099979,ဒေါ်အယ်လ်ဘောက်ဆိုင်,2018
5f3f90ccdf8e3c1f7409997a,ဦးရိုထန်းပွီးယာ,2018
5f3f90ccdf8e3c1f7409997b,ဦးအောင်ရွှေ,2018
5f3f90ccdf8e3c1f7409997c,ဦးအွန်ခိုထန်(ခ)ချစ်မောင်,2018
5f3f90ccdf8e3c1f7409997d,ဦးဇမ်းကဲမ်မန်,2018
5f3f90ccdf8e3c1f7409997e,ခက်ထိန်နန်,2010
5f3f90ccdf8e3c1f7409997f,လာမာလေး,2010
5f3f90ccdf8e3c1f74099980,ဂမ်ဆိုင်း,2010
5f3f90ccdf8e3c1f74099981,စိုင်းဝင်းထင်,2010
5f3f90ccdf8e3c1f74099982,မင်းကြည်,2010
5f3f90ccdf8e3c1f74099983,ဘရန်ရှောင်,2010
5f3f90ccdf8e3c1f74099984,ရှဒေါင်ခွန်တောင်,2010
5f3f90ccdf8e3c1f74099985,စခုန်တိန့်ယိန်း,2010
5f3f90ccdf8e3c1f74099986,မဂျီဇော်တောင်,2010
5f3f90ccdf8e3c1f74099987,စိုင်းတင်အောင်,2010
5f3f90ccdf8e3c1f74099988,စောဝင်းထွန်း,2010
5f3f90ccdf8e3c1f74099989,ကိုကိုဦး,2010
5f3f90ccdf8e3c1f7409998a,ဖေသောင်း,2010
5f3f90ccdf8e3c1f7409998b,စံသိန်း,2010
5f3f90ccdf8e3c1f7409998c,မောင်နွဲ့,2010
5f3f90ccdf8e3c1f7409998d,စံပြည့်,2010
5f3f90ccdf8e3c1f7409998e,စောသန်းမြင့်,2010
5f3f90ccdf8e3c1f7409998f,မြအုန်း,2010
5f3f90ccdf8e3c1f74099990,သန်းရွှေ,2010
5f3f90ccdf8e3c1f74099991,ထွန်းလွင်,2010
5f3f90ccdf8e3c1f74099992,အုန်း‌ငွေ,2010
5f3f90ccdf8e3c1f74099993,ကျော်ဦး,2010
5f3f90ccdf8e3c1f74099994,စိုင်းမြမောင်,2010
5f3f90ccdf8e3c1f74099995,ဖော်လားကမ်ဖန်,2010
5f3f90ccdf8e3c1f74099996,စံထွန်း,2010
5f3f90ccdf8e3c1f74099997,မြင့်ရွှေ,2010
5f3f90ccdf8e3c1f74099998,ဂျေယောဝူ,2010
5f3f90ccdf8e3c1f74099999,ရယ်ဒန်းတန်,2010
5f3f90ccdf8e3c1f7409999a,ပီမောင်စိုး,2010
5f3f90ccdf8e3c1f7409999b,အယ်လိယာ,2010
5f3f90ccdf8e3c1f7409999c,ကျော်ဒင်(ခ)ထေးရယ်,2010
5f3f90ccdf8e3c1f7409999d,စောချယ်ရီဘတ်,2010
5f3f90ccdf8e3c1f7409999e,ဘိုးရယ်,2010
5f3f90ccdf8e3c1f7409999f,ကျော်ဝင်း,2010
5f3f90ccdf8e3c1f740999a0,ငါးရယ်ကျော်ဟန်,2010
5f3f90ccdf8e3c1f740999a1,နော်မေးရီယန်,2010
5f3f90ccdf8e3c1f740999a2,ခလိုက်,2010
5f3f90ccdf8e3c1f740999a3,ဒိုနေးရှာ,2010
